,genre,pl_id,artist_name,track_name,track_pop,track_isrc,yt_link,viewCount
327,acid trance,spotify:playlist:0rSDQ760FMUfBOFSAlnC8M,"Art Of Trance,Alex M.O.R.P.H.",Madagascar - Alex M.O.R.P.H. Remix,37,NLD682003664,https://www.youtube.com/watch?v=nyqQItHRdZc,72549
14669,rawstyle,spotify:playlist:1EICh4qNolTgW5VnUDpXg7,Requiem,Fire Power,25,NLS762000020,https://www.youtube.com/watch?v=NUXaayPmF1o,73108
6478,electronicore,spotify:playlist:3Ma38ruHiz5DzF1Pb4sY1Y,Kissing Candice,Crash and Burn,37,TCAED1992588,https://www.youtube.com/watch?v=-ZS3XjbZaYQ,57274
346,acid trance,spotify:playlist:0rSDQ760FMUfBOFSAlnC8M,Hardfloor,Dadamnphreaknoizphunk? (Dubdope) - mixed,29,DEQ490700013,https://www.youtube.com/watch?v=MWZsMuh--hU,7221
6495,electronicore,spotify:playlist:3Ma38ruHiz5DzF1Pb4sY1Y,Owls In the Attic,Jaws of Life,23,TCACS1608290,https://www.youtube.com/watch?v=qIR_3DVC7To,18256
16743,uplifting trance,spotify:playlist:2bV5j3UH5k9rMxJywzTYKu,"Johan Gielen,Starpicker",Sustained,36,UKRMQ2100559,https://www.youtube.com/watch?v=ozyxtTiX6OQ,5721
10600,jersey club,spotify:playlist:0MwWDReLQ2CbFF4RNV7p2J,"iMarkkeyz,Twin 4 Dawin",Everybodyyy (Ambuhlance Cyahh) [feat. Twin 4 Dawin],23,QZHN31971398,https://www.youtube.com/watch?v=u7xRt0MtLl4,335043
4465,detroit techno,spotify:playlist:6eKMGlc0PX3mNLAJOFUDUB,"Claude Young,Takasi Nakajima,Different World",Think Twice,13,BEN581300138,https://www.youtube.com/watch?v=U2Q8SpDhMRA,7951
10629,jersey club,spotify:playlist:0MwWDReLQ2CbFF4RNV7p2J,Gangsigns,Nexflix & Chill,11,QM2PV1683796,https://www.youtube.com/watch?v=R1Iim6nljJM,3402
4498,digital hardcore,spotify:playlist:2fqbzU1sBBZ3gW61Q7qYhp,"Angelspit,KMFDM",Kill Kitty - Kmfdm Remix,37,VUA000900010,https://www.youtube.com/watch?v=InDMnUUsmYk,17886
2456,brazilian bass,spotify:playlist:1rhRPl3CJrszlIzllhvW25,Pimp Chic!,Dale,20,ushm91806795,https://www.youtube.com/watch?v=RS_19Sr-C24,28987
2457,brazilian bass,spotify:playlist:1rhRPl3CJrszlIzllhvW25,Kzn,The Club,19,GBLV61914581,https://www.youtube.com/watch?v=PKFQTu-vnBA,5773
8604,hands up,spotify:playlist:29l2v5sGaKTBwZd9I74CfA,"Dj Tht,Angel Lyne",Santiano - Radio Edit,39,DEPX11400114,https://www.youtube.com/watch?v=Q6JsOEbm3gA,2645065
14753,sambass,spotify:playlist:3rtVTR62F5JRdaWabccLGH,"Marcelinho Da Lua,Ultramen",Ela Partiu,36,BRDEP0700073,https://www.youtube.com/watch?v=zz8O4HDZpJU,5285
10658,jumpstyle,spotify:playlist:0YLPrzWklBgy152fwVL0iT,Eccentric Things,Status Quo,7,FR94V0200032,https://www.youtube.com/watch?v=Sz00A8Akljo,2482
16805,vaporwave,spotify:playlist:6R9NIMDGt0sK7k1EggBAhj,Ssaliva,Thought Has Wings,30,QMHG41511008,https://www.youtube.com/watch?v=S9boGrATQS0,14533
12710,new beat,spotify:playlist:3FYtlLBnRUa6zk77HtEwXo,Bassline Boys,"On se calme ! - 7"" Version",11,FR01F8900030,https://www.youtube.com/watch?v=uPq1mN30ocg,181
4520,digital hardcore,spotify:playlist:2fqbzU1sBBZ3gW61Q7qYhp,Shizuo,The Man,17,GBBXA9700385,https://www.youtube.com/watch?v=U3kq8vRlQvU,1290
12715,new beat,spotify:playlist:3FYtlLBnRUa6zk77HtEwXo,White House White,Ouverture,10,BEI011300039,https://www.youtube.com/watch?v=cXL03VjzIDA,23920
10683,jumpstyle,spotify:playlist:0YLPrzWklBgy152fwVL0iT,"Davoodi,NJ",Flexxin,29,BEB681800491,https://www.youtube.com/watch?v=4SR-6Bju5Vs,26384
14783,sambass,spotify:playlist:3rtVTR62F5JRdaWabccLGH,DJ Patife,Made In Bahia,23,BRTPA0500792,https://www.youtube.com/watch?v=meFBrYxyzi8,45629
8649,hands up,spotify:playlist:29l2v5sGaKTBwZd9I74CfA,"Miss Destiny,Hands Up Freaks",For You,17,DEML72000043,https://www.youtube.com/watch?v=ebtF_pu2F5U,11234
16850,vaporwave,spotify:playlist:6R9NIMDGt0sK7k1EggBAhj,XWaves,O Piano,20,QZDA81855439,https://www.youtube.com/watch?v=Nnfsq784BKo,170856
2516,breakbeat,spotify:playlist:1yckyfEZtFkkq7UPXHbLwi,"Future Funk Squad,Omega Sparx,Stu Brootal,The Crystal Method",Prophet Margin,35,GBLFP2156801,https://www.youtube.com/watch?v=2IlTimdd_vA,4488
6615,ethereal wave,spotify:playlist:54eDlcyhSBrHMt6dbHyFWp,Faith And The Muse,Running Up That Hill,30,US57M0522503,https://www.youtube.com/watch?v=nPwYW9y8_vE,258116
473,acidcore,spotify:playlist:23TcHEHll7Ds78hkaiohPx,Yannøu,Industrial Storm,15,FXQ692000287,https://www.youtube.com/watch?v=YjIR6vkNGKs,2783
2521,breakbeat,spotify:playlist:1yckyfEZtFkkq7UPXHbLwi,Far Too Loud,Lightbringer,33,TCABH1209353,https://www.youtube.com/watch?v=kFH8DRV3uoQ,931845
477,acidcore,spotify:playlist:23TcHEHll7Ds78hkaiohPx,Acid Division,Remember The Future,14,QM8DG1810936,https://www.youtube.com/watch?v=YvbefLrMxEk,2490
14823,schranz,spotify:playlist:0oVmOYzfm6lZehEnLSCCkj,"Glenn Wilson,Mike Humphries",Aural Exciter - Original Mix,13,NLCK41002312,https://www.youtube.com/watch?v=tKconYQQrC8,15390
14842,schranz,spotify:playlist:0oVmOYzfm6lZehEnLSCCkj,Mental Crush,Satanic Church,12,DEAR41245578,https://www.youtube.com/watch?v=PytADrLy_MU,996
6654,ethereal wave,spotify:playlist:54eDlcyhSBrHMt6dbHyFWp,The Hope Blister,Sweet Unknown,12,GBAFL9800065,https://www.youtube.com/watch?v=YBkXWzHbCyI,1226
16905,vocal trance,spotify:playlist:4pkYvU2Gr39rQZ8JWzbdyc,Katty Heath,Connection Through Sound,17,NLC731800067,https://www.youtube.com/watch?v=sBdsJNSV-tM,29527
8716,happy hardcore,spotify:playlist:17TwTPITOWP0Ep9joASCrm,"Tommyknocker,Sunbeam,Traxtorm Legends",Twisted world - The Viper Mashup mix - Traxtorm Legends Rebuild,29,ITD131700256,https://www.youtube.com/watch?v=aWnrrADwsTA,22656
12812,new rave,spotify:playlist:3ZlEqn2WSADG2wVMPhKHsd,"Does It Offend You, Yeah?",Dawn Of The Dead,36,GBAAA0800046,https://www.youtube.com/watch?v=Bl8GwLX_p6g,349550
12817,new rave,spotify:playlist:3ZlEqn2WSADG2wVMPhKHsd,Thieves Like Us,Drugs in My Body,35,FRU700700001,https://www.youtube.com/watch?v=i9hCHoDezsU,190779
533,afro house,spotify:playlist:6JBXZSjISi9ugN1Q0Ku9cN,"Mobi Dixon,Nomcebo,T.Love",Kobanini (feat. Nomcebo & T-Love),34,ZA59Y1900005,https://www.youtube.com/watch?v=Bg5ufHfdq3w,5119196
8735,happy hardcore,spotify:playlist:17TwTPITOWP0Ep9joASCrm,"Dj Gizmo,DJ Norman",Check This Out - Oldest Stylos Mixos,20,NLS240600870,https://www.youtube.com/watch?v=bDars6ld-ms,4654
4642,disco house,spotify:playlist:7tW3eTmzzYNNyEmi9qHdQC,"Fedde Le Grand,Ida Corr",Let Me Think About It (Celebration Mix) - Radio Edit,41,NLG3N1700010,https://www.youtube.com/watch?v=yhc0FntTjR0,1936495
10796,jungle,spotify:playlist:35Ezi6bCni1zwVOW2rOWDj,"Potential Badboy,Yush,Annix",You're Mine - Annix Remix,34,GBLSB1500082,https://www.youtube.com/watch?v=n6OFp2gx2n0,24728
16944,vocal trance,spotify:playlist:4pkYvU2Gr39rQZ8JWzbdyc,"Ana Criado,Denis Kenzo",Vulnerable - Denis Kenzo Edit,29,NLC731600392,https://www.youtube.com/watch?v=G8nlmmnYY-A,261717
4658,disco house,spotify:playlist:7tW3eTmzzYNNyEmi9qHdQC,"Seamus Haji,KayJay",Last Night A DJ Saved My Life - Haji & Emanuel Radio Mix,30,GBJRX0500227,https://www.youtube.com/watch?v=ARR8rzq0SOM,37208
8765,hard trance,spotify:playlist:3S1y29gI6Wpchw9YCBHXM9,Sol-7,In Energy We Trust - Original Mix,7,DEHK91790318,https://www.youtube.com/watch?v=9zn1CIycuKM,926
2628,breakcore,spotify:playlist:3OBvO6hmsS5BsYbciDddW7,Otto Von Schirach,Animal,19,QM6N22190311,https://www.youtube.com/watch?v=g_6bqD5VNVw,143100
2631,breakcore,spotify:playlist:3OBvO6hmsS5BsYbciDddW7,Dev/Null,Shards of Rhythm,18,uscgh1153941,https://www.youtube.com/watch?v=gL664OX6Xsc,2769
8776,hard trance,spotify:playlist:3S1y29gI6Wpchw9YCBHXM9,Kai Tracid,Liquid Skies,42,DEAF71108071,https://www.youtube.com/watch?v=hMq7nru7dwY,1170344
585,afro house,spotify:playlist:6JBXZSjISi9ugN1Q0Ku9cN,SGVO,Deep House Is Not A Myth - (Original Deeper Mix),21,ZAG871900064,https://www.youtube.com/watch?v=Apa0aXgAA58,27255
14921,skweee,spotify:playlist:35woouyNDBZLI0bKnZmE3s,Pavan,Aanai Mugane,13,INS971200490,https://www.youtube.com/watch?v=vEAnPSst2CQ,1128
10832,jungle,spotify:playlist:35Ezi6bCni1zwVOW2rOWDj,"Marc Hype,Jim Dunloop,Sara Bourgeois",The Mexican,20,DEGD30600169,https://www.youtube.com/watch?v=uV5MzYWZpLM,25228
6743,euphoric hardstyle,spotify:playlist:7kUeKVMrA3eMZNP4p8HKVi,Exilium,Heart of Glass,28,DEAR41711477,https://www.youtube.com/watch?v=tf4Kq-JuGrA,52053
16999,witch house,spotify:playlist:0qRB6EMArr8xLzHOK7th7o,Holy Other,Know Where,18,GBCW31200026,https://www.youtube.com/watch?v=DcpRPRKEDfc,59890
6760,euphoric hardstyle,spotify:playlist:7kUeKVMrA3eMZNP4p8HKVi,Raw Harmony,Beat Freaks,16,NLS761700373,https://www.youtube.com/watch?v=Mq3tdYw77rM,19590
4713,disco polo,spotify:playlist:1HwHGzGFWk5nhDkezPcOAK,Luka Rosi,Ti amo,39,PLR862000278,https://www.youtube.com/watch?v=4Q3u2jFpu6Y,7193496
4735,disco polo,spotify:playlist:1HwHGzGFWk5nhDkezPcOAK,Adam Chrola,Czerwona Jarzębina,31,PLO381501656,https://www.youtube.com/watch?v=hFOo8vbPYHA,407574
12931,new romantic,spotify:playlist:4c8FDUUCm33WYC9xztAGYT,Adam & The Ants,Stand and Deliver,37,GBBBN8102016,https://www.youtube.com/watch?v=4B2a6l6wM2k,11233397
12934,new romantic,spotify:playlist:4c8FDUUCm33WYC9xztAGYT,John Foxx,Underpass,36,GBAFR7910083,https://www.youtube.com/watch?v=QjA-aFWOZOw,724430
14985,skweee,spotify:playlist:35woouyNDBZLI0bKnZmE3s,Fort Fairfield,"The Sky, Full of Birds",15,USDHM1308426,https://www.youtube.com/watch?v=JeXH5CILPBo,12423
6795,eurobeat,spotify:playlist:2FxGFGXJi4yawmWPH5ZYJP,Max Coveri,Running in the 90's,43,ITB119700121,https://www.youtube.com/watch?v=_Fxil2QY0wE,4329460
10891,kawaii future bass,spotify:playlist:1L3GAiiBL5sBNbDEAMGMEA,HoneyComeBear,Sneaker - スニーカー,41,QM42K1835927,https://www.youtube.com/watch?v=XngqpkYJbNs,46415
2705,broken beat,spotify:playlist:1rnJHknpDL8e9EjJeI7d1V,Trüby Trio,A Festa,40,DEM090300049,https://www.youtube.com/watch?v=MrZHMUgcUI0,79409
8858,hardcore breaks,spotify:playlist:3Xf5DQq60Gssc5ccah89wW,Ideaz,Kagum,7,FR2X41900130,https://www.youtube.com/watch?v=-GTcu_mlwow,29350
671,afroswing,spotify:playlist:5cxxxlEnpCUjwB3YdHMYEd,Big Tobz,Baby Girl,35,GBUM71807139,https://www.youtube.com/watch?v=mEh6ZEvugyg,736687
17058,witch house,spotify:playlist:0qRB6EMArr8xLzHOK7th7o,//Tense//,The Chain,12,USYBL1002365,https://www.youtube.com/watch?v=nWPWSAYwS4A,20562
688,afroswing,spotify:playlist:5cxxxlEnpCUjwB3YdHMYEd,Slimz,Life I Live,14,QZK6H2000206,https://www.youtube.com/watch?v=K0tO6X8EYZA,66654
8888,hardcore breaks,spotify:playlist:3Xf5DQq60Gssc5ccah89wW,Nu-matic,Hard Times,14,GBBKS9200069,https://www.youtube.com/watch?v=auv_hQ5HJL4,27207
10943,kawaii future bass,spotify:playlist:1L3GAiiBL5sBNbDEAMGMEA,swft,Shibuya moe girl,15,QM42K1880696,https://www.youtube.com/watch?v=LENa8XdMKY0,8512
2757,broken beat,spotify:playlist:1rnJHknpDL8e9EjJeI7d1V,Phil Asher,Feel Good,12,USAML0816801,https://www.youtube.com/watch?v=tanw_MorshY,556
6857,eurobeat,spotify:playlist:2FxGFGXJi4yawmWPH5ZYJP,Norma Sheffield,I JUST WANNA CALL YOU NOW - EXTENDED MIX,10,ITA870400372,https://www.youtube.com/watch?v=_Br6xG7w1R4,18414
10953,krautrock,spotify:playlist:3IttYEBZxFNRk0J6eZaHDd,Sperrmüll,No Freak Out,9,DEF087302240,https://www.youtube.com/watch?v=QUzBlJxhL5w,1380
4811,diva house,spotify:playlist:0kAFZCbHemKb8RxZhDPZbv,Kym Sims,Too Blind to See It,42,USEE11200514,https://www.youtube.com/watch?v=JuXNWI_fYSY,467002
10969,krautrock,spotify:playlist:3IttYEBZxFNRk0J6eZaHDd,NEU!,Hallogallo,40,DEA340002063,https://www.youtube.com/watch?v=zndpi8tNZyQ,724176
15073,slap house,spotify:playlist:1TAxbbKCs6rlEQcrdVWYmW,I.O.YOU,Summer Jam,43,GBSMU8027766,https://www.youtube.com/watch?v=-PXhe32M80Y,6009
13026,new wave,spotify:playlist:1ydxatu4wrujF0H2hGU8IR,Scritti Politti,Perfect Way,43,GBAAA8500175,https://www.youtube.com/watch?v=s-P94UFne-w,141207
13032,new wave,spotify:playlist:1ydxatu4wrujF0H2hGU8IR,Shriekback,My Spine Is The Bassline,36,DEG930690195,https://www.youtube.com/watch?v=gp21F4fimkc,233333
4841,diva house,spotify:playlist:0kAFZCbHemKb8RxZhDPZbv,"Fargetta,Ann-Marie Smith,Da Clubbmaster",My First Love (Da Clubbmaster Edit),30,DEA312107099,https://www.youtube.com/watch?v=mge-CjrnV2E,1902
15088,slap house,spotify:playlist:1TAxbbKCs6rlEQcrdVWYmW,"March and June,Liviu Teodorescu",Small Talk,40,FR59R2166321,https://www.youtube.com/watch?v=45YfCzLvCco,94823
771,aggrotech,spotify:playlist:710IY6IOVa3h64CvE0INWb,Nurzery [Rhymes],Circle of Pain,15,DEL360700446,https://www.youtube.com/watch?v=FCzE5-JctUs,261394
15107,soulful house,spotify:playlist:5KloWVVDflJ495FWRbh0QE,"Richard Earnshaw,Ursula Rucker,Roy Ayers",Rise,36,GBD7U1000004,https://www.youtube.com/watch?v=byuw6yG_AT4,53580
4872,doomcore,spotify:playlist:3OFavLb9tW7gAThaWdthHx,"Mindwalker,Embrionyc,Mia",We Cry in Music,7,NLTC31502243,https://www.youtube.com/watch?v=2R5XskFjW0c,6822
8971,hardstyle,spotify:playlist:49gROGYXXsoGl3DQxGcmdb,Firelite,Raver's Fantasy,43,QZK6M1919551,https://www.youtube.com/watch?v=KNaVRH6bDmI,212170
782,aggrotech,spotify:playlist:710IY6IOVa3h64CvE0INWb,Punto Omega,Punto Omega,12,DEZ900800597,https://www.youtube.com/watch?v=424iJRqBu1M,13798
13087,nintendocore,spotify:playlist:0oSBswMPV792Pth26EyI7N,8bit bEtty,The Hedgehog's Dilemma,8,UST8K1507816,https://www.youtube.com/watch?v=gWukD1rKn0A,28710
